 VARIABLES = X,Y,DU1,DU2,U1,U2,S11,S22,S33,S12
 ZONE, T="0.1000D+01" F=FEPOINT, I=    9 J=    4
   0.1000450000E+01   0.0000000000E+00   0.5000000000E-04   0.0000000000E+00   0.4000000000E-03   0.0000000000E+00   0.2550368557E+00   0.1569131748E-08   0.5750928831-314   0.1086728091E-16
   0.2000900000E+01   0.9996709210E+00   0.1000000000E-03  -0.4032196951E-04   0.8000000000E-03  -0.2887569908E-03   0.2550368557E+00   0.1569131725E-08   0.5750928851-314  -0.1486851786E-16
   0.1000450000E+01   0.1999341842E+01   0.5000000000E-04  -0.8064393903E-04   0.4000000000E-03  -0.5775139816E-03   0.2550368557E+00   0.1569131748E-08   0.5750928831-314   0.5139767330E-17
   0.0000000000E+00   0.9996709210E+00   0.0000000000E+00  -0.4032196951E-04   0.0000000000E+00  -0.2887569908E-03   0.2550368557E+00   0.1569131725E-08   0.5750928846-314  -0.5497339090E-18
   0.1000450000E+01   0.9996709210E+00   0.5000000000E-04  -0.4032196951E-04   0.4000000000E-03  -0.2887569908E-03   0.2550368557E+00   0.1569131725E-08   0.5750928846-314  -0.5497339090E-18
           1           5           9           8
           5           2           6           9
           9           6           3           7
           8           9           7           4
 VARIABLES = X,Y,DU1,DU2,U1,U2,S11,S22,S33,S12
 ZONE, T="0.1000D+02" F=FEPOINT, I=    9 J=    4
   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.2739487756E+00   0.1246578161E-08   0.6177381218-314  -0.4246984176E-17
   0.2001000000E+01   0.0000000000E+00   0.1000000000E-03   0.0000000000E+00   0.9000000000E-03   0.0000000000E+00   0.2739487756E+00   0.1246578109E-08   0.6177381173-314  -0.5063711553E-16
   0.2001000000E+01   0.1999260287E+01   0.1000000000E-03  -0.8155554774E-04   0.9000000000E-03  -0.6581579207E-03   0.2739487756E+00   0.1246578149E-08   0.6177381168-314  -0.3439354562E-18
   0.0000000000E+00   0.1999260287E+01   0.0000000000E+00  -0.8155554774E-04   0.0000000000E+00  -0.6581579207E-03   0.2739487756E+00   0.1246577739E-08   0.6177381178-314   0.3982177832E-16
   0.1000500000E+01   0.0000000000E+00   0.5000000000E-04   0.0000000000E+00   0.4500000000E-03   0.0000000000E+00   0.2739487756E+00   0.1246577748E-08   0.6177381257-314   0.9875785894E-18
   0.2001000000E+01   0.9996301433E+00   0.1000000000E-03  -0.4077777387E-04   0.9000000000E-03  -0.3290789603E-03   0.2739487756E+00   0.1246577738E-08   0.6177381257-314  -0.1208800204E-16
   0.1000500000E+01   0.1999260287E+01   0.5000000000E-04  -0.8155554774E-04   0.4500000000E-03  -0.6581579207E-03   0.2739487756E+00   0.1246578213E-08   0.6177381247-314   0.1200795145E-16
   0.0000000000E+00   0.9996301433E+00   0.0000000000E+00  -0.4077777387E-04   0.0000000000E+00  -0.3290789603E-03   0.2739487756E+00   0.1246578455E-08   0.6177381252-314  -0.1759818847E-16
   0.1000500000E+01   0.9996301433E+00   0.5000000000E-04  -0.4077777387E-04   0.4500000000E-03  -0.3290789603E-03   0.2739487756E+00   0.1246578455E-08   0.6177381252-314  -0.1759818847E-16
           1           5           9           8
           5           2           6           9
           9           6           3           7
           8           9           7           4
